id,season_code,flag_holiday,flag_working,category_weather,feature_temp,feature_feel_temp,feature_humidity,feature_wind,demand,Year,Hour,Day_of_Week,Month
3419,2,0,0,1,0.6,0.6061,0.26,0.2836,678,2012,18,0,4
3420,2,0,0,1,0.5,0.4848,0.48,0.0,150,2012,1,6,5
3421,4,0,1,2,0.38,0.3939,0.87,0.0,57,2012,5,1,12
3422,2,0,1,1,0.42,0.4242,0.5,0.194,37,2012,4,5,5
3423,1,1,0,2,0.32,0.303,0.66,0.2537,83,2012,18,2,12
3424,2,0,1,1,0.66,0.6212,0.61,0.2537,237,2011,21,1,4
3425,1,0,1,1,0.26,0.2273,0.37,0.4627,265,2012,20,1,3
3426,1,0,0,1,0.42,0.4242,0.44,0.3582,570,2012,16,6,1
3427,4,0,1,1,0.4,0.4091,0.76,0.0,268,2011,20,2,11
3428,1,0,0,1,0.52,0.5,0.72,0.0896,257,2012,21,0,3
3429,3,0,0,2,0.72,0.6818,0.62,0.2836,637,2012,11,6,8
3430,2,0,0,1,0.64,0.6061,0.73,0.1045,64,2012,3,0,6
3431,4,0,1,3,0.3,0.2879,0.87,0.2537,191,2012,15,2,10
3432,4,0,1,2,0.44,0.4394,0.94,0.1045,30,2011,4,2,10
3433,2,0,1,2,0.62,0.6212,0.59,0.2985,294,2012,11,3,5
3434,1,0,1,1,0.34,0.303,0.29,0.3582,337,2011,17,1,3
3435,3,0,1,1,0.6,0.5909,0.73,0.2239,38,2012,4,3,8
3436,3,0,1,1,0.96,0.8636,0.3,,589,2011,17,5,7
3437,1,0,1,1,0.24,0.1818,0.38,0.6119,178,2012,11,5,1
3438,4,0,1,3,0.62,0.5758,0.83,0.1642,85,2012,23,4,9
3439,1,0,1,1,0.18,0.2424,0.59,0.0,116,2011,20,5,1
3440,2,0,0,1,0.48,0.4697,0.59,0.0,79,2011,7,6,5
3441,3,0,0,1,0.62,0.6061,0.69,0.1045,68,2011,6,6,7
3442,1,0,1,1,0.32,0.3333,0.57,0.0896,407,2011,8,4,2
3443,2,0,1,2,0.38,0.3939,0.43,0.3284,266,2012,11,3,4
3444,3,0,0,1,0.8,0.697,0.33,0.0,702,2012,17,0,8
3445,3,0,1,1,0.64,0.6061,0.65,0.0896,767,2012,7,3,8
3446,1,0,0,3,0.24,0.2273,0.93,0.194,128,2012,20,6,2
3447,4,0,0,1,0.24,0.2424,0.6,0.1343,97,2011,1,6,11
3448,4,0,0,2,0.5,0.4848,0.88,0.194,146,2012,2,6,10
3449,3,0,0,2,0.66,0.5909,0.89,,589,2011,12,6,8
3450,1,0,0,1,0.16,0.1212,0.4,0.5224,174,2012,14,0,2
3451,3,0,1,1,0.86,0.9242,0.67,,406,2011,19,4,7
3452,3,0,1,1,0.82,0.7121,0.26,0.0,716,2011,17,5,8
3453,3,0,0,1,0.72,0.7121,0.84,0.1343,69,2012,3,0,7
3454,1,0,1,1,0.54,0.5152,0.34,0.3582,728,2012,18,4,3
3455,2,0,1,3,0.38,0.3939,0.82,0.2537,238,2011,19,3,3
3456,3,0,1,2,0.76,0.697,0.55,0.5224,510,2012,19,5,6
3457,1,0,0,1,0.54,0.5152,0.73,0.0896,750,2012,16,0,3
3458,1,0,1,1,0.34,0.3182,0.42,0.2239,142,2011,13,5,3
3459,4,0,1,2,0.62,0.6212,,0.2537,640,2012,16,1,10
3460,2,0,1,2,0.34,0.3182,0.76,0.2537,29,2011,3,3,3
3461,3,0,1,1,0.62,0.5909,0.73,0.2239,30,2011,2,2,8
3462,1,0,1,1,0.38,0.3939,0.37,0.6866,140,2012,23,5,2
3463,3,0,1,1,0.7,0.6515,0.61,0.2836,38,2011,1,1,7
3464,3,0,1,1,0.68,0.6364,0.36,0.1343,497,2012,12,3,9
3465,1,0,1,1,0.22,0.2121,0.55,,359,2011,8,4,1
3466,4,0,1,2,0.38,0.3939,0.87,0.0,56,2011,5,5,11
3467,1,0,0,1,0.4,0.4091,0.37,0.2836,467,2012,15,0,1
3468,3,0,1,3,0.7,0.6667,,0.2836,69,2012,5,5,8
3469,2,0,1,3,0.82,0.7879,0.56,0.3881,439,2011,18,3,6
3470,2,0,0,3,0.54,0.5152,0.94,0.1343,235,2011,20,6,5
3471,4,1,0,1,0.42,0.4242,0.41,0.0896,336,2012,11,4,11
3472,4,0,1,1,0.26,0.2424,0.41,0.2836,179,2011,10,5,11
3473,1,0,0,1,0.44,0.4394,0.44,0.1642,277,2012,19,6,2
3474,1,0,1,1,0.6,0.5909,0.69,0.2537,1098,2012,18,2,3
3475,4,0,0,2,0.42,0.4242,0.67,0.2537,37,2011,6,0,11
3476,2,0,1,1,0.42,0.4242,0.94,0.1045,29,2012,4,5,4
3477,1,0,1,1,0.46,0.4545,0.41,0.806,99,2011,15,5,2
3478,1,0,0,1,0.3,0.2576,0.42,0.4925,100,2011,10,6,12
3479,2,0,0,2,0.36,0.3485,0.87,0.1343,30,2012,4,0,4
3480,2,0,1,1,0.66,0.6212,0.47,0.2239,343,2012,11,4,6
3481,2,0,1,1,0.64,0.6212,0.57,0.2239,46,2012,2,5,6
3482,4,0,1,1,0.32,0.3182,0.49,0.1642,241,2011,20,2,12
3483,1,0,0,1,0.46,0.4545,0.31,0.2836,696,2012,14,0,3
3484,4,0,1,1,0.48,0.4697,0.77,0.1045,56,2011,2,5,12
3485,2,0,1,2,0.8,0.7273,0.46,0.2836,270,2011,12,2,6
3486,2,0,1,1,0.74,0.6515,0.4,0.3582,81,2011,0,4,6
3487,2,0,1,3,0.3,0.2879,0.81,0.2836,29,2012,4,1,4
3488,4,0,1,3,0.62,0.5152,1.0,0.1045,53,2011,11,5,9
3489,3,0,1,1,0.96,0.9091,0.36,0.2239,337,2012,14,5,6
3490,2,0,1,1,0.46,0.4545,0.82,0.1343,158,2011,6,3,5
3491,2,0,1,2,0.56,0.5303,0.49,0.0896,272,2011,12,1,4
3492,1,0,1,1,0.3,0.3333,0.65,0.0,273,2012,21,3,1
3493,1,0,1,1,0.34,0.3485,0.81,0.1045,146,2012,10,4,1
3494,2,0,1,1,0.52,0.5,0.32,0.1343,318,2012,11,3,4
3495,1,0,1,1,0.36,0.3485,0.66,0.1642,254,2012,11,3,2
3496,2,0,1,3,0.56,0.5303,,0.1045,209,2012,6,2,5
3497,2,0,1,1,0.6,0.6212,0.56,0.1642,423,2011,20,2,6
3498,3,0,1,1,0.82,0.7727,0.49,0.2836,511,2012,9,5,7
3499,4,0,1,2,0.32,0.2879,0.53,0.3881,718,2012,17,3,11
3500,3,0,1,1,0.66,0.6212,0.74,,42,2011,1,2,6
3501,3,0,1,2,0.9,0.7727,0.24,0.194,731,2012,16,2,7
3502,2,0,0,1,0.58,0.5455,0.88,0.194,99,2011,1,6,5
3503,2,0,1,1,0.8,0.7121,0.38,0.2239,438,2011,16,2,6
3504,1,0,1,1,0.38,0.3939,0.46,0.194,285,2012,11,5,3
3505,3,0,0,1,0.64,0.5758,0.83,0.1343,247,2012,21,0,8
3506,3,0,1,1,0.84,0.7576,0.44,0.2836,477,2011,19,2,7
3507,2,0,0,2,0.36,0.3333,1.0,0.2537,88,2011,8,6,4
3508,4,0,1,2,0.34,0.3333,0.61,,542,2012,19,4,11
3509,4,0,1,1,0.52,0.5,,0.0,651,2011,8,3,10
3510,4,0,1,1,0.36,0.3485,,0.194,802,2012,17,5,11
3511,4,0,1,2,0.7,0.6515,0.54,0.2537,560,2012,14,5,9
3512,2,0,1,1,0.42,0.4242,0.77,0.2537,628,2011,8,5,5
3513,3,0,1,1,0.7,0.6667,0.79,0.2537,702,2011,17,5,9
3514,3,0,1,1,0.66,0.6212,0.74,0.194,32,2011,3,2,8
3515,2,0,0,2,0.72,0.6667,0.58,0.1343,277,2011,20,6,6
3516,3,0,0,1,0.66,0.6212,0.69,0.1045,353,2011,20,6,9
3517,2,0,1,1,0.4,0.4091,0.5,0.194,493,2012,7,1,4
3518,4,0,1,1,0.6,0.5455,0.88,0.0,73,2011,0,3,9
3519,4,0,1,2,0.32,0.3182,0.66,0.1642,230,2012,22,4,11
3520,4,0,0,1,0.28,0.2727,0.48,0.2537,339,2011,16,0,12
3521,2,0,0,1,0.76,0.7121,0.58,0.194,617,2012,19,0,5
3522,4,0,0,1,0.24,0.2879,0.87,0.0,37,2011,3,0,11
3523,1,0,1,2,0.3,0.2879,0.61,,29,2011,3,2,12
3524,4,0,1,2,0.74,0.6667,,0.0,462,2012,13,4,9
3525,1,0,0,1,0.12,0.1061,,0.2985,191,2012,11,0,2
3526,4,0,0,2,0.4,0.4091,0.87,0.1045,130,2012,2,0,12
3527,1,0,0,1,0.12,0.197,0.28,0.0,115,2011,17,6,1
3528,1,0,1,1,0.1,0.1061,0.54,0.2537,29,2011,5,1,1
3529,1,0,1,1,0.4,0.4091,,0.3582,300,2012,13,5,2
3530,3,0,1,1,0.9,0.8788,0.47,0.194,511,2012,19,5,6
3531,3,0,1,1,0.9,0.8485,0.42,0.0,270,2012,11,3,7
3532,3,0,0,2,0.8,0.7576,0.55,0.1642,656,2012,12,6,9
3533,4,0,1,2,0.46,0.4545,,0.2537,146,2011,21,2,11
3534,2,0,1,1,0.7,0.6515,0.61,0.3582,230,2011,15,2,4
3535,3,0,1,3,0.7,0.6667,0.79,0.0,891,2012,8,4,9
3536,4,0,0,1,0.46,0.4545,0.55,0.0896,485,2011,12,6,10
3537,1,0,0,1,0.18,0.1667,0.4,0.2985,339,2012,12,0,1
3538,2,0,1,2,0.58,0.5455,0.6,,288,2011,11,5,5
3539,1,0,1,3,0.42,0.4242,0.71,0.0,69,2011,20,4,12
3540,4,0,1,2,0.56,0.5303,0.68,0.2239,38,2012,4,1,10
3541,4,0,1,1,0.66,0.6212,0.61,0.2537,514,2012,14,5,10
3542,2,0,1,1,0.62,0.6212,0.5,0.1045,54,2011,0,2,4
3543,4,0,0,1,0.3,0.3182,0.81,0.0896,127,2012,1,6,11
3544,3,0,1,1,0.4,0.4091,0.71,0.2537,33,2011,3,5,9
3545,2,0,1,1,0.64,0.5909,0.78,0.0,63,2012,1,3,6
3546,3,0,1,1,0.62,0.5909,0.78,0.0,53,2012,1,3,8
3547,2,0,1,3,0.32,0.2879,0.81,0.4478,50,2011,11,2,4
3548,3,0,1,1,0.68,0.6364,,0.1343,100,2011,0,4,8
3549,1,0,0,2,0.32,0.303,0.66,0.2239,434,2012,15,6,2
3550,2,0,1,1,0.5,0.4848,0.94,0.0,33,2011,1,4,5
3551,4,0,0,1,0.54,0.5152,,0.194,38,2012,5,6,10
3552,4,0,1,2,0.3,0.303,0.7,0.1642,194,2011,10,5,12
3553,4,0,0,2,0.34,0.3485,0.87,0.0896,142,2012,2,0,12
3554,2,0,1,2,0.76,0.6818,0.48,0.2239,296,2012,11,1,6
3555,4,0,1,1,0.26,0.2273,0.56,0.2985,37,2011,2,4,12
3556,1,0,1,1,0.34,0.3333,0.19,0.1642,139,2011,15,2,2
3557,1,0,1,1,0.46,0.4545,0.63,0.4179,438,2012,19,2,1
3558,3,0,0,1,0.62,0.5758,0.83,0.3582,304,2012,21,6,8
3559,4,0,1,1,0.62,0.6061,0.69,0.0,455,2012,21,4,10
3560,2,0,0,2,0.7,0.6667,0.74,0.2239,564,2011,12,0,5
3561,3,0,0,1,0.66,0.6212,0.74,0.2239,180,2012,1,6,8
3562,3,0,0,2,0.7,0.6667,0.84,0.1343,203,2012,8,0,7
3563,3,0,0,1,0.66,0.6212,0.74,0.0,329,2011,9,0,9
3564,3,0,0,1,0.7,0.6667,0.84,0.2239,91,2012,6,6,8
3565,4,0,1,2,0.4,0.4091,0.82,0.3284,360,2011,19,2,11
3566,2,0,1,2,0.24,0.2273,1.0,0.2537,282,2011,8,4,3
3567,2,0,1,2,0.64,0.6061,0.73,0.194,210,2011,9,2,5
3568,1,0,1,2,0.4,0.4091,0.87,0.194,398,2012,7,5,3
3569,1,0,1,2,0.44,0.4394,0.72,0.2239,152,2011,10,5,2
3570,3,0,0,1,0.72,0.6515,0.45,0.1045,312,2011,20,0,8
3571,4,0,1,1,0.24,0.2121,0.65,0.2836,155,2011,6,4,12
3572,4,0,0,1,0.32,0.2879,0.31,0.3881,348,2011,16,6,12
3573,2,0,0,2,0.6,0.6061,0.64,0.0,782,2012,13,0,5
3574,4,0,1,1,0.62,0.6212,0.53,0.0896,1132,2012,18,2,10
3575,4,0,1,2,0.54,0.5152,,0.0,30,2011,2,4,10
3576,3,0,1,1,0.86,0.7879,0.41,0.0,1058,2012,17,4,7
3577,4,0,1,1,0.54,0.5152,0.68,0.2836,63,2011,5,2,11
3578,4,0,1,1,0.62,0.6212,0.5,0.0,368,2011,14,5,10
3579,3,0,1,2,0.74,0.697,0.66,0.3582,447,2012,12,5,8
3580,4,0,0,1,0.4,0.4091,0.4,0.2239,627,2012,15,0,11
3581,1,0,1,2,0.22,0.2273,0.6,0.1343,143,2012,6,1,1
3582,1,0,1,1,0.3,0.3182,0.56,,206,2011,19,4,12
3583,4,0,0,1,0.28,0.3182,0.3,0.0,243,2011,17,0,12
3584,3,0,1,1,0.52,0.5,0.72,0.0,771,2012,7,3,9
3585,1,0,1,2,0.38,0.3939,0.46,0.2985,569,2012,18,2,2
3586,2,0,1,1,0.7,0.6515,0.65,0.1642,494,2012,20,5,5
3587,4,0,0,1,0.42,0.4242,0.94,,123,2011,7,6,10
3588,1,0,1,1,0.02,0.0152,0.34,0.2836,26,2012,3,3,1
3589,4,0,0,1,0.34,0.3333,0.61,0.1642,32,2011,5,0,11
3590,3,0,1,2,0.62,0.5909,0.78,0.1343,45,2011,1,1,6
3591,1,0,1,1,0.18,0.197,0.59,0.1343,147,2012,6,1,3
3592,2,0,0,3,0.42,0.4242,0.94,0.2985,49,2012,3,0,3
3593,1,0,1,2,0.3,0.3182,,0.0896,692,2012,8,4,2
3594,4,0,0,1,0.22,0.2727,0.44,0.0,36,2012,3,0,11
3595,3,0,0,1,0.8,0.7424,0.49,0.2239,672,2012,13,0,7
3596,4,0,1,3,0.4,0.4091,1.0,0.3284,95,2011,17,3,12
3597,4,0,0,2,0.54,0.5152,0.28,0.4925,522,2011,14,0,11
3598,1,0,0,2,0.42,0.4242,0.94,0.1642,44,2012,4,0,3
3599,4,0,0,1,0.22,0.2121,0.87,0.2239,97,2011,22,6,10
3600,3,0,1,1,0.82,0.7273,,0.194,655,2012,20,4,6
3601,4,0,1,2,0.34,0.303,0.49,0.4478,191,2011,13,4,11
3602,1,0,1,1,0.24,0.2576,0.48,0.1045,97,2011,20,2,1
3603,2,0,1,1,0.5,0.4848,0.34,0.3284,554,2012,16,1,4
3604,4,0,1,1,0.4,0.4091,0.5,0.1343,197,2011,11,1,10
3605,1,0,1,1,0.36,0.3333,0.71,0.2985,163,2011,16,3,2
3606,3,0,1,1,0.84,0.7727,0.47,0.2537,623,2011,19,3,8
3607,2,0,1,1,0.42,0.4242,0.47,0.4478,305,2012,11,1,4
3608,4,0,1,1,0.42,0.4242,0.41,0.2239,686,2012,19,5,10
3609,2,0,0,1,0.62,0.6212,,0.2985,934,2012,13,6,4
3610,1,0,1,1,0.24,0.2121,0.27,0.2836,95,2011,10,2,2
3611,3,0,1,1,0.74,0.697,0.7,0.2239,310,2012,10,1,8
3612,4,0,1,1,0.5,0.4848,0.51,0.2537,197,2011,10,2,10
3613,4,0,0,1,0.48,0.4697,0.72,0.0,147,2012,22,0,9
3614,2,0,0,1,0.66,0.6212,0.54,0.2985,802,2012,16,0,6
3615,3,0,1,2,0.76,0.697,0.52,0.3582,278,2011,15,4,6
3616,1,0,1,2,0.64,0.6212,,0.194,373,2012,14,1,3
3617,2,0,1,1,0.62,0.6212,0.38,0.3582,321,2012,14,3,3
3618,4,0,1,3,0.44,0.4394,1.0,0.2239,257,2012,12,1,12
3619,4,0,0,1,0.6,0.6212,0.33,0.3284,951,2012,16,0,9
3620,2,0,1,1,0.58,0.5455,0.49,0.2985,140,2012,23,1,6
3621,1,0,0,3,0.16,0.1364,,0.2836,28,2012,4,0,1
3622,2,0,1,2,0.46,0.4545,0.88,,53,2012,5,4,5
3623,1,0,1,1,0.14,0.1515,0.74,0.1343,320,2011,8,5,2
3624,4,0,0,2,0.3,0.3182,0.75,0.0896,38,2011,6,6,11
3625,4,0,0,1,0.24,0.2576,0.7,0.0896,33,2011,5,6,12
3626,2,0,1,1,0.34,0.3636,0.49,0.0,99,2011,22,2,3
3627,4,0,1,1,0.34,0.303,0.49,0.3284,215,2011,13,1,12
3628,4,0,1,1,0.42,0.4242,0.71,0.0896,32,2012,3,2,9
3629,3,0,1,1,0.64,0.6061,0.73,0.0,53,2012,1,4,8
3630,2,0,0,1,0.54,0.5152,0.16,0.3284,578,2012,19,6,4
3631,3,0,1,2,0.7,0.6515,0.65,0.2239,511,2012,20,5,8
3632,2,0,0,2,0.72,0.6515,0.37,0.1045,751,2012,16,6,6
3633,3,0,1,1,0.6,0.6212,0.56,0.2537,1231,2012,18,4,9
3634,1,1,0,1,0.26,0.2273,0.41,0.3881,44,2012,6,1,1
3635,1,0,1,3,0.44,0.4394,0.88,0.3881,37,2012,1,5,12
3636,1,0,1,2,0.2,0.2121,,0.1343,253,2011,9,4,12
3637,4,0,1,1,0.32,0.303,0.53,0.2239,830,2012,17,2,12
3638,2,0,0,1,0.52,0.5,0.77,0.0896,195,2011,21,0,5
3639,2,0,1,2,0.62,0.6212,0.33,0.0,261,2011,14,2,5
3640,1,0,0,1,0.26,0.2576,0.65,,99,2011,19,0,1
3641,3,0,0,1,0.6,0.6061,0.64,0.1045,71,2011,3,0,6
3642,4,0,1,1,0.36,0.3333,0.57,0.2537,207,2011,21,4,11
3643,3,0,1,1,0.72,0.6818,0.7,0.2537,262,2012,23,4,8
3644,3,0,1,1,0.78,0.697,0.46,0.2537,333,2011,21,2,8
3645,2,0,1,1,0.44,0.4394,0.58,0.0896,29,2012,3,3,4
3646,1,0,1,2,0.3,0.3333,0.61,0.0,26,2012,3,4,2
3647,1,0,1,1,0.22,0.1818,0.32,0.5821,261,2011,17,2,2
3648,4,0,1,2,0.28,0.3182,0.87,0.0,523,2011,8,1,10
3649,2,0,0,1,0.42,0.4242,0.67,0.0896,154,2011,0,0,5
3650,1,0,0,1,0.5,0.4848,0.39,0.2537,253,2012,20,6,1
3651,4,0,1,1,0.58,0.5455,0.56,0.194,652,2011,17,1,11
3652,1,0,0,2,0.24,0.2424,0.75,0.1642,108,2012,8,0,2
3653,1,0,1,2,0.36,0.3333,0.53,0.3582,152,2011,12,4,2
3654,1,0,1,2,0.34,0.3636,0.53,0.0,448,2012,19,3,1
3655,4,0,0,2,0.28,0.303,0.61,0.0896,58,2011,3,6,12
3656,1,0,1,1,0.54,0.5152,0.49,0.1343,105,2012,0,4,3
3657,3,0,1,2,0.66,0.6212,0.74,0.0,28,2011,3,2,6
3658,2,0,1,1,0.5,0.4848,0.42,0.3582,344,2012,14,4,3
3659,3,0,1,1,0.8,0.7273,0.46,0.2239,1157,2012,17,1,8
3660,2,0,1,1,0.64,0.6061,0.65,0.194,298,2012,14,4,5
3661,1,0,1,1,0.52,0.5,0.68,0.0,495,2012,9,3,3
3662,2,0,1,1,0.54,0.5152,0.64,0.0896,36,2012,4,1,6
3663,1,0,1,2,0.42,0.4242,0.82,0.3284,60,2012,1,5,3
3664,4,0,1,1,0.44,0.4394,0.77,0.0,560,2011,18,1,12
3665,3,0,1,1,0.82,0.7576,0.46,0.1045,402,2011,16,2,7
3666,2,0,1,1,0.64,0.6061,0.73,0.0896,465,2012,9,2,6
3667,3,0,1,1,0.5,0.4848,0.77,0.0,40,2012,4,1,9
3668,4,0,1,2,0.24,0.197,0.6,0.4627,28,2011,4,4,12
3669,1,0,1,1,0.42,0.4242,0.35,0.2985,381,2012,16,2,2
3670,1,0,1,1,0.32,0.2879,0.42,0.4627,231,2012,10,5,12
3671,4,0,1,1,0.3,0.3182,0.7,0.1045,34,2012,4,5,11
3672,3,0,1,2,0.7,0.6667,0.79,0.1343,183,2011,15,3,8
3673,3,0,1,1,0.72,0.6667,0.58,0.0,38,2012,2,2,7
3674,2,0,1,1,0.48,0.4697,0.77,0.0,76,2012,5,3,6
3675,1,0,1,1,0.12,0.1515,0.74,0.1343,151,2011,7,2,1
3676,1,0,0,1,0.42,0.4242,0.35,0.2239,170,2011,20,6,3
3677,3,0,1,1,0.62,0.5909,0.73,0.2239,32,2012,4,4,8
3678,1,0,0,1,0.26,0.2576,0.28,0.194,53,2012,3,0,1
3679,1,0,1,1,0.2,0.2273,0.44,0.0896,37,2011,1,3,2
3680,1,0,1,2,0.14,0.1364,0.59,0.2239,26,2011,4,4,2
3681,1,0,1,1,0.32,0.3333,0.87,0.0896,109,2011,21,2,12
3682,1,0,1,2,0.36,0.3788,0.87,0.0,127,2011,6,3,12
3683,1,0,1,1,0.16,0.1364,0.5,0.3284,100,2011,20,3,1
3684,1,0,1,2,0.4,0.4091,1.0,0.2985,30,2012,4,5,1
3685,1,0,0,2,0.3,0.303,0.61,0.1642,97,2011,23,0,2
3686,1,0,1,1,0.22,0.2121,0.8,0.2836,30,2012,3,4,2
3687,1,0,1,1,0.32,0.303,0.61,0.2537,168,2011,19,5,3
3688,3,0,0,1,0.66,0.6212,0.61,0.0,375,2012,22,6,8
3689,1,0,0,1,0.26,0.303,0.6,0.0,80,2012,2,6,1
3690,4,0,1,3,0.44,0.4394,1.0,0.1343,32,2011,4,1,11
3691,1,0,0,2,0.42,0.4242,0.82,0.2985,40,2011,3,0,3
3692,4,0,1,2,0.36,0.3636,0.57,0.1045,556,2011,17,3,12
3693,4,0,0,1,0.26,0.2727,0.7,0.1045,191,2011,9,6,12
3694,4,0,1,1,0.46,0.4545,0.82,0.194,466,2012,21,3,10
3695,2,0,1,1,0.18,0.197,,0.1642,37,2011,5,5,3
3696,1,0,1,3,0.36,0.3485,0.66,0.194,262,2011,17,4,2
3697,2,0,1,1,0.9,0.8182,0.37,0.0896,207,2011,13,4,6
3698,1,0,1,2,0.26,0.2879,0.56,0.0896,376,2012,9,2,2
3699,1,1,0,2,0.32,0.303,0.66,0.2836,79,2012,20,2,12
3700,3,1,0,1,0.66,0.5909,0.89,0.0896,190,2011,18,1,9
3701,2,0,0,1,0.68,0.6364,0.74,0.2537,593,2012,10,0,5
3702,2,0,1,2,0.3,0.2879,0.56,0.194,34,2011,5,3,3
3703,1,0,1,1,0.36,0.3182,0.5,0.5224,83,2011,21,1,2
3704,1,0,0,2,0.16,0.1364,0.47,0.3881,33,2012,4,0,1
3705,3,0,1,1,0.84,0.7424,0.36,0.2836,514,2012,16,1,7
3706,2,0,1,2,0.56,0.5303,0.88,,67,2011,0,2,5
3707,3,0,1,1,0.72,0.6667,,0.0,96,2012,0,2,7
3708,4,0,1,2,0.6,0.5152,0.94,,715,2012,7,3,10
3709,3,0,1,1,0.8,0.697,0.29,0.2985,264,2011,15,4,8
3710,4,0,1,1,0.32,0.303,0.49,0.3284,144,2011,23,5,11
3711,4,0,1,1,0.5,0.4848,0.68,0.0,221,2011,22,5,10
3712,4,0,1,1,0.44,0.4394,0.77,0.1343,26,2012,3,2,10
3713,2,0,1,1,0.32,0.2879,0.7,0.3582,257,2011,9,5,4
3714,2,0,1,1,0.66,0.6212,0.57,0.2537,331,2012,11,4,6
3715,3,0,0,1,0.66,0.6212,0.39,0.1343,876,2012,14,0,9
3716,2,0,1,2,0.3,0.303,0.7,0.1343,136,2011,14,4,3
3717,1,0,1,2,0.34,0.3485,0.87,0.1045,126,2012,11,2,1
3718,4,0,0,2,0.36,0.3485,0.87,0.1343,143,2012,8,0,12
3719,2,0,1,3,0.48,0.4697,0.82,0.1045,115,2012,22,3,5
3720,1,0,1,1,0.4,0.4091,0.54,0.5224,253,2011,12,5,12
3721,3,0,1,1,0.68,0.6364,0.65,0.0,529,2012,9,3,8
3722,1,0,0,1,0.62,0.6212,0.57,0.2985,775,2012,18,6,3
3723,2,0,1,2,0.62,0.6061,0.69,0.1343,317,2011,20,1,5
3724,2,0,1,1,0.62,0.6212,0.43,0.194,536,2012,13,5,4
3725,3,0,1,1,0.82,0.7727,0.49,0.3582,773,2011,18,1,7
3726,1,0,0,2,0.3,0.3333,0.52,0.0,28,2012,6,0,1
3727,4,1,0,2,0.58,0.5455,0.78,0.0896,475,2011,19,1,10
3728,1,0,0,1,0.06,0.0758,0.62,0.1642,50,2011,8,0,1
3729,3,0,0,2,0.76,0.7121,,0.194,343,2012,9,6,9
3730,4,0,1,1,0.32,0.3333,0.31,0.1343,532,2011,17,5,11
3731,3,0,1,1,0.6,0.5758,0.78,0.1045,720,2012,7,2,8
3732,3,0,1,1,0.7,0.6667,0.74,0.2537,688,2012,7,4,7
3733,3,0,1,2,0.7,0.6667,0.79,0.1642,337,2012,10,5,7
3734,1,0,1,2,0.24,0.2424,0.7,,148,2012,21,5,12
3735,2,0,1,1,0.74,0.6818,0.58,0.1343,389,2012,13,2,6
3736,3,0,0,1,0.78,0.7576,0.65,0.2239,398,2012,9,6,8
3737,4,0,1,1,0.32,0.2879,0.49,0.3582,502,2012,19,2,11
3738,1,0,1,2,0.16,0.1364,0.69,0.3284,81,2011,10,2,1
3739,1,0,1,3,0.16,0.2273,0.93,0.0,93,2011,19,2,1
3740,2,0,0,1,0.62,0.6061,0.69,,278,2011,9,0,5
3741,4,0,1,2,0.36,0.3788,0.71,0.0,462,2012,9,2,11
3742,4,0,1,1,0.24,0.2273,0.48,0.194,395,2012,9,4,12
3743,1,0,1,2,0.22,0.2576,0.32,0.0896,493,2012,17,5,1
3744,4,0,1,1,0.42,0.4242,0.67,0.0896,728,2012,7,2,10
3745,2,0,1,2,0.56,0.5303,0.88,0.0,447,2012,9,3,5
3746,3,0,0,2,0.66,0.6212,0.69,0.2537,294,2011,9,6,9
3747,3,0,1,1,0.52,0.5,0.77,0.0896,63,2011,5,2,8
3748,4,0,0,1,0.36,0.3485,0.71,0.1642,53,2012,4,0,10
3749,2,0,1,1,0.66,0.6212,0.69,0.2239,448,2011,20,1,6
3750,4,0,0,1,0.32,0.3333,0.81,0.1045,40,2012,4,0,11
3751,3,0,1,1,0.82,0.7424,0.43,0.2985,558,2011,19,2,7
3752,2,0,1,1,0.62,0.6212,0.33,0.2537,241,2011,10,5,6
3753,2,0,1,2,0.6,0.6212,,0.194,349,2011,15,5,5
3754,1,0,0,1,0.28,0.2879,0.61,0.1045,60,2011,20,0,2
3755,3,0,1,1,0.72,0.6667,0.54,0.1045,243,2011,13,1,9
3756,3,0,1,1,0.62,0.5606,0.88,0.0896,34,2012,1,1,8
3757,1,0,1,1,0.32,0.3485,0.36,0.0,292,2012,20,4,2
3758,2,0,1,1,0.64,0.6061,0.73,0.2239,192,2011,10,1,4
3759,4,0,0,1,0.42,0.4242,0.71,0.194,171,2012,23,0,11
3760,3,0,1,1,0.8,0.8182,0.71,0.1642,176,2011,23,4,7
3761,4,0,1,2,0.52,0.5,0.77,0.0896,525,2012,9,3,10
3762,2,0,1,1,0.34,0.3333,0.49,0.194,499,2012,7,4,4
3763,4,0,0,1,0.56,0.5303,0.4,0.3881,526,2011,11,6,10
3764,2,0,1,1,0.4,0.4091,0.4,0.2537,180,2012,23,5,4
3765,3,0,1,1,0.82,0.7879,0.56,0.194,273,2011,12,2,8
3766,3,0,1,1,0.7,0.6515,0.65,0.194,672,2011,18,1,8
3767,1,0,1,1,0.4,0.4091,0.43,0.2537,601,2012,17,1,2
3768,2,0,1,1,0.36,0.3485,0.27,0.0,308,2012,13,2,3
3769,3,0,1,1,0.74,0.6515,0.27,,805,2012,19,1,6
3770,2,0,1,2,0.62,0.5909,0.73,0.1343,292,2012,10,5,5
3771,3,0,0,1,0.64,0.6061,0.69,0.0,238,2011,21,0,9
3772,4,0,0,2,0.3,0.303,0.81,0.1642,87,2012,3,0,11
